segment_id,char_range,frame_range,speaker_id,meta
60990814-eede-4351-9a17-003552362361,"[56160,56217)","[90914,90983)",T2_Interviewerin,"{""sent_id"": ""a56"", ""start"": ""3636.57"", ""end"": ""3639.35"", ""text"": ""ja bi sibe br\u00c3\u00bcetsche d\u00c3\u00a8s isch \u00c3\u00a4u\u00c3\u00a4 no so (.) wiud aube""}"
e2f2581e-a722-40ba-ae04-0b9ef862d77c,"[56218,56260)","[91949,91995)",T2_Interviewerin,"{""sent_id"": ""a57"", ""start"": ""3677.98"", ""end"": ""3679.81"", ""text"": ""bisch du bi de \u00c3\u00a4utere oder bi de j\u00c3\u00bcngere""}"
df39b665-78f4-4a9a-bd51-f7b4c4c23dca,"[56261,56279)","[92010,92034)",T2_Interviewerin,"{""sent_id"": ""a58"", ""start"": ""3680.41"", ""end"": ""3681.38"", ""text"": ""eine vo de \u00c3\u00a4utere""}"
07c40b76-b9e4-4935-84dd-53bbd907956b,"[56280,56282)","[92059,92078)",T2_Interviewerin,"{""sent_id"": ""a59"", ""start"": ""3682.37"", ""end"": ""3683.13"", ""text"": ""u:""}"
4cf54ab3-d634-4230-8f01-3941038ecc05,"[56283,56350)","[92573,92655)",T2_Interviewerin,"{""sent_id"": ""a60"", ""start"": ""3702.95"", ""end"": ""3706.21"", ""text"": ""ja machtstrukture ch\u00c3\u00b6i sech o \u00c3\u00a4ndere mitem ((LACHEND) auter g\u00c3\u00a4u)""}"
e22dc87c-e733-4c74-bf4f-12fc84cbbebb,"[56351,56438)","[92662,92781)",T2_Interviewerin,"{""sent_id"": ""a61"", ""start"": ""3706.48"", ""end"": ""3711.25"", ""text"": ""irgendwenn isch de d gr\u00c3\u00b6ssi n\u00c3\u00bcm usschlaggebend (.) denn ischs de (LACHT) angeri sache""}"
4e8622b3-860f-4d71-9794-3c6f309b3965,"[56439,56483)","[92800,92846)",T2_Interviewerin,"{""sent_id"": ""a62"", ""start"": ""3712.01"", ""end"": ""3713.87"", ""text"": ""ja aber het \u00c3\u00b6pper vo euch schwoste (.) oder""}"
962cc004-f277-4ecb-b5f2-300e26585dee,"[56484,56598)","[92867,92996)",T2_Interviewerin,"{""sent_id"": ""a63"", ""start"": ""3714.7"", ""end"": ""3719.87"", ""text"": ""wie isch d\u00c3\u00a8s so mit schwoste heit dir z gf\u00c3\u00bceu dass si (.) tendenziell ungerschide wie me da konflikte l\u00c3\u00b6st oder""}"
968f7179-8bae-4ac6-b17d-874b42c7b44c,"[56599,56601)","[94276,94286)",T2_Interviewerin,"{""sent_id"": ""a64"", ""start"": ""3771.04"", ""end"": ""3771.4700000000003"", ""text"": ""ja""}"
271c62b4-ec5d-4374-aa35-321a0053bd45,"[56602,56615)","[95033,95061)",T2_Interviewerin,"{""sent_id"": ""a65"", ""start"": ""3801.35"", ""end"": ""3802.45"", ""text"": ""\u00c3\u00bcberw\u00c3\u00a4utige""}"
206b218c-829a-4c0b-9d3c-a4102b88461f,"[56616,56618)","[95146,95150)",T2_Interviewerin,"{""sent_id"": ""a66"", ""start"": ""3805.87"", ""end"": ""3806.0299999999997"", ""text"": ""ja""}"
5272cf34-dec6-4a4b-9b8c-8e5c793838e3,"[56619,56621)","[95232,95244)",T2_Interviewerin,"{""sent_id"": ""a67"", ""start"": ""3809.3"", ""end"": ""3809.77"", ""text"": ""ja""}"
82920c8b-ac2c-431f-913e-ae2b3b17392e,"[56622,56629)","[95306,95328)",T2_Interviewerin,"{""sent_id"": ""a68"", ""start"": ""3812.25"", ""end"": ""3813.12"", ""text"": ""(LACHT)""}"
69ee914a-c25a-44cd-9691-ab36049c952a,"[56630,56710)","[95425,95509)",T2_Interviewerin,"{""sent_id"": ""a69"", ""start"": ""3817.0"", ""end"": ""3820.38"", ""text"": ""aso isch \u00c3\u00a4u\u00c3\u00a4 o schad wenn n\u00c3\u00a4r pl\u00c3\u00b6tzlech dini (.) de wirschs de vermisse dass""}"
3dcd2f76-b55a-4c3e-b19b-a2f129786ba9,"[56711,56726)","[95509,95527)",T2_Interviewerin,"{""sent_id"": ""a70"", ""start"": ""3820.38"", ""end"": ""3821.11"", ""text"": ""sie n\u00c3\u00bcm uf dim""}"
b4e30f63-7e2a-4557-b3c9-a414f3ab4d47,"[56727,56767)","[96857,96893)",T2_Interviewerin,"{""sent_id"": ""a71"", ""start"": ""3874.2799999999997"", ""end"": ""3875.74"", ""text"": ""dir ch\u00c3\u00b6nntet euch winke soz\u00c3\u00a4ge (LACHT)""}"
39221c95-3fe0-4bd7-ae44-877e98708f8c,"[56768,56820)","[97104,97167)",T2_Interviewerin,"{""sent_id"": ""a72"", ""start"": ""3884.18"", ""end"": ""3886.68"", ""text"": ""wo wohnet de dir (.) sit dir grad ir n\u00c3\u00a4chi hie oder""}"
850cab06-b075-4655-932f-e373a633d90d,"[56821,56853)","[97213,97267)",T2_Interviewerin,"{""sent_id"": ""a73"", ""start"": ""3888.55"", ""end"": ""3890.71"", ""text"": ""ah zollikofe und du bisch vo (.)""}"
78c366a9-4008-48bd-b942-71fb77db92f3,"[56854,56978)","[97271,97464)",T2_Interviewerin,"{""sent_id"": ""a74"", ""start"": ""3890.87"", ""end"": ""3898.57"", ""text"": ""ittige ah okay (.) mi nachbarin gid z ittige schueu (.) aber isch grad (.) glich aut wie ig drum hesch du sie sicher nid gha""}"
724fd2b3-4551-4252-a7ad-0578559d51a6,"[56979,56981)","[97482,97491)",T2_Interviewerin,"{""sent_id"": ""a75"", ""start"": ""3899.2799999999997"", ""end"": ""3899.66"", ""text"": ""ja""}"
c051c26b-777a-46c9-b722-8aa85b8d8c6d,"[56982,57052)","[97533,97637)",T2_Interviewerin,"{""sent_id"": ""a76"", ""start"": ""3901.35"", ""end"": ""3905.48"", ""text"": ""ja gschw\u00c3\u00bcsterti (LACHT) aber dir zieht no gad nid us dir heit no n\u00c3\u00bct""}"
cb7fb0e0-c541-4ba5-a071-575d53447641,"[57053,57137)","[97653,97804)",T2_Interviewerin,"{""sent_id"": ""a77"", ""start"": ""3906.12"", ""end"": ""3912.17"", ""text"": ""mhm s isch haut oh immer t\u00c3\u00bcr und wenn itz de d schwo ersch uszieht de no chli warte""}"
1f74e2a6-79a5-4abb-a672-ec0ad748d23f,"[57138,57205)","[97866,97974)",T2_Interviewerin,"{""sent_id"": ""a78"", ""start"": ""3914.65"", ""end"": ""3918.98"", ""text"": ""gids scho l\u00c3\u00bct wo ellei wohne bi euch ir klass oder wo wo uszoge si""}"
2df2d875-41a2-43eb-ab79-7285f7283190,"[57206,57263)","[98030,98117)",T2_Interviewerin,"{""sent_id"": ""a79"", ""start"": ""3921.23"", ""end"": ""3924.69"", ""text"": ""ah cool (.) \u00c3\u00a4uter j\u00c3\u00bcnger (LACHT) \u00c3\u00a4uter br\u00c3\u00bcetsch \u00c3\u00a4u\u00c3\u00a4""}"
37e64a13-a868-4611-a357-fc6fb340e529,"[57264,57266)","[98156,98162)",T2_Interviewerin,"{""sent_id"": ""a80"", ""start"": ""3926.25"", ""end"": ""3926.48"", ""text"": ""ja""}"
7e29ec92-48ef-4ce9-af06-9b1e4e897e6c,"[57267,57269)","[98368,98385)",T2_Interviewerin,"{""sent_id"": ""a81"", ""start"": ""3934.75"", ""end"": ""3935.41"", ""text"": ""ja""}"
ed484dec-e7fa-4129-91f5-c0efbd7ec974,"[57270,57342)","[98408,98557)",T2_Interviewerin,"{""sent_id"": ""a82"", ""start"": ""3936.32"", ""end"": ""3942.29"", ""text"": ""ja eh hoffi o (.) (s isch) schwierig \u00c3\u00b6ppis z finge aui l\u00c3\u00bct si am sueche aber ja""}"
15bfabbe-5936-4c7d-aa86-66fade2b14a8,"[57343,57362)","[98563,98585)",T2_Interviewerin,"{""sent_id"": ""a83"", ""start"": ""3942.54"", ""end"": ""3943.41"", ""text"": ""het haut nid so viu""}"
07d4344c-6605-400a-a2c9-2691a8ba7457,"[57363,57391)","[98955,99005)",T2_Interviewerin,"{""sent_id"": ""a84"", ""start"": ""3958.2200000000003"", ""end"": ""3960.2"", ""text"": ""ja sicher (.) s het ganz viu""}"
96a7c0b9-7edc-473b-b586-1573ad849f9b,"[57392,57399)","[99560,99576)",T2_Interviewerin,"{""sent_id"": ""a85"", ""start"": ""3982.42"", ""end"": ""3983.04"", ""text"": ""(LACHT)""}"
b56f60a4-9454-4e59-8898-edbe55509cd2,"[57400,57448)","[99647,99704)",T2_Interviewerin,"{""sent_id"": ""a86"", ""start"": ""3985.91"", ""end"": ""3988.16"", ""text"": ""g\u00c3\u00a4u gad w\u00c3\u00b6ue s\u00c3\u00a4ge (.) s\u00c3\u00a4chz\u00c3\u00a4hni isch fr\u00c3\u00bceh""}"
bf316cf3-5d89-4dbf-8b70-2f8cbc9f7e5c,"[57449,57454)","[99786,99797)",T2_Interviewerin,"{""sent_id"": ""a87"", ""start"": ""3991.45"", ""end"": ""3991.91"", ""text"": ""w\u00c3\u00bcrk""}"
37ed6af7-a011-43ce-90dc-9538e1bcd2c4,"[57455,57482)","[99838,99901)",T2_Interviewerin,"{""sent_id"": ""a88"", ""start"": ""3993.55"", ""end"": ""3996.07"", ""text"": ""w\u00c3\u00bcu (e)r het lust gha oder""}"
93c66b37-a83c-418b-a02a-ea0274e00234,"[57483,57539)","[99976,100058)",T2_Interviewerin,"{""sent_id"": ""a89"", ""start"": ""3999.04"", ""end"": ""4002.33"", ""text"": ""ah scho aber nid nid irgendwie eifach w\u00c3\u00bcu er gfunge het""}"
5b89d857-9ca8-4864-b888-223fa7825e3a,"[57540,57607)","[100082,100168)",T2_Interviewerin,"{""sent_id"": ""a90"", ""start"": ""4003.3"", ""end"": ""4006.73"", ""text"": ""aber het hets ihm guet ta oder hets het ers nid no nid guet ch\u00c3\u00b6nne""}"
058b642a-8109-47e0-95a7-569a5efa8f7a,"[57608,57610)","[100208,100221)",T2_Interviewerin,"{""sent_id"": ""a91"", ""start"": ""4008.33"", ""end"": ""4008.84"", ""text"": ""ja""}"
73f341e1-7417-40f1-92e8-f953148f0d81,"[57611,57754)","[100792,100994)",T2_Interviewerin,"{""sent_id"": ""a92"", ""start"": ""4031.68"", ""end"": ""4039.77"", ""text"": ""ja aber d\u00c3\u00a4mfau ehm (.) was hani w\u00c3\u00b6ue s\u00c3\u00a4ge si \u00c3\u00a4u\u00c3\u00a4 fasch aui vo dine \u00c3\u00a4utere br\u00c3\u00bcetsche uszoge (.) mittlerwile itz mit d\u00c3\u00a4m wod suechsch und""}"
2ea6cd8a-c2fa-46f0-a1cf-c21c9606c25e,"[57755,57789)","[101315,101433)",T2_Interviewerin,"{""sent_id"": ""a93"", ""start"": ""4052.62"", ""end"": ""4057.33"", ""text"": ""ah cool sehr sch\u00c3\u00b6n (-) ja (.) ehm""}"
4429def3-cf02-4567-a6a3-acdf5b127fbe,"[57790,57843)","[101469,101538)",T2_Interviewerin,"{""sent_id"": ""a94"", ""start"": ""4058.76"", ""end"": ""4061.52"", ""text"": ""mau e n\u00c3\u00b6i fra:g villech ((LACHEND) was gits \u00c3\u00a4ch no)""}"
b57715ec-1a5a-4733-9555-25e7dee29cd4,"[57844,57877)","[101553,101635)",T2_Interviewerin,"{""sent_id"": ""a95"", ""start"": ""4062.13"", ""end"": ""4065.41"", ""text"": ""dasmau wer isch gl\u00c3\u00bccks gl\u00c3\u00bccksma""}"
b8deee6c-8cae-4021-85cd-7e5cf957758a,"[57878,57895)","[102180,102210)",T2_Interviewerin,"{""sent_id"": ""a96"", ""start"": ""4087.2200000000003"", ""end"": ""4088.41"", ""text"": ""dir sit o no jung""}"
6f59467c-6eb8-4a01-87b4-21b0d7e64891,"[57896,57905)","[103508,103524)",T2_Interviewerin,"{""sent_id"": ""a97"", ""start"": ""4140.34"", ""end"": ""4140.97"", ""text"": ""definitiv""}"
55f2fbdc-1f62-46a0-8ee6-50ad15ea7cf8,"[57906,57929)","[104199,104233)",T2_Interviewerin,"{""sent_id"": ""a98"", ""start"": ""4167.99"", ""end"": ""4169.36"", ""text"": ""okay (.) d\u00c3\u00a8s isch weni""}"
42290e59-a9fb-44c4-99e0-de207d6d6971,"[57930,58001)","[104286,104405)",T2_Interviewerin,"{""sent_id"": ""a99"", ""start"": ""4171.45"", ""end"": ""4176.2"", ""text"": ""de isch \u00c3\u00b6ii these froue rede meh \u00c3\u00bcber m\u00c3\u00a4nner aus m\u00c3\u00a4nner \u00c3\u00bcber froue""}"
5e5f8957-7f62-4949-9f99-0a5e71a19401,"[58002,58005)","[104763,104769)",T2_Interviewerin,"{""sent_id"": ""a100"", ""start"": ""4190.52"", ""end"": ""4190.79"", ""text"": ""mhm""}"
dbcbb938-2117-4f2c-9528-239ce57a493e,"[58006,58028)","[105393,105421)",T2_Interviewerin,"{""sent_id"": ""a101"", ""start"": ""4215.73"", ""end"": ""4216.87"", ""text"": ""das hani o scho gh\u00c3\u00b6rt""}"
ad53dcb0-0a11-4aea-866d-2736fae2eb36,"[58029,58045)","[107190,107211)",T2_Interviewerin,"{""sent_id"": ""a102"", ""start"": ""4287.6"", ""end"": ""4288.46"", ""text"": ""hani o ds gf\u00c3\u00bceu""}"
376ba8f0-d748-45b4-a32f-197d5f5892ed,"[58046,58103)","[107327,107397)",T2_Interviewerin,"{""sent_id"": ""a103"", ""start"": ""4293.11"", ""end"": ""4295.9"", ""text"": ""steuet nech vor e bsoffnige pilot (.) d\u00c3\u00a8s gieng doch nid""}"
fd9679e2-6c39-432d-8034-0a3b3e97273c,"[58104,58130)","[107404,107451)",T2_Interviewerin,"{""sent_id"": ""a104"", ""start"": ""4296.1900000000005"", ""end"": ""4298.0599999999995"", ""text"": ""de h\u00c3\u00a4tt er n\u00c3\u00a4r ke job me""}"
91efe8c8-2277-4e30-936e-cc532280ed5d,"[58131,58134)","[107955,107968)",T2_Interviewerin,"{""sent_id"": ""a105"", ""start"": ""4318.23"", ""end"": ""4318.75"", ""text"": ""mhm""}"
76fdeed9-403d-4294-bfe7-b115b456077e,"[58135,58137)","[107981,107984)",T2_Interviewerin,"{""sent_id"": ""a106"", ""start"": ""4319.25"", ""end"": ""4319.38"", ""text"": ""ja""}"
46241cc1-af23-4db2-a61b-dd0445725751,"[58138,58151)","[109166,109197)",T2_Interviewerin,"{""sent_id"": ""a107"", ""start"": ""4366.65"", ""end"": ""4367.91"", ""text"": ""ja: aber d\u00c3\u00a8s""}"
b72fa7a7-98cc-4c71-86a2-c4aeffd28759,"[58152,58256)","[109250,109428)",T2_Interviewerin,"{""sent_id"": ""a108"", ""start"": ""4370.02"", ""end"": ""4377.12"", ""text"": ""ch\u00c3\u00b6nnt me definitiv verbinde ja s s schliesst s us aber (-) ja und de isch es so ne negativspirale n\u00c3\u00a4r""}"
4b238e44-18a5-48fd-bb4b-ea4bc9ee2204,"[58257,58517)","[111137,111534)",T2_Interviewerin,"{""sent_id"": ""a109"", ""start"": ""4445.51"", ""end"": ""4461.4"", ""text"": ""aso ds hani o ds gf\u00c3\u00bceu (.) v viune merkt mes \u00c3\u00a4u\u00c3\u00a4 gar nid a: je nachdem wenn sis guet ch\u00c3\u00b6i verstecke und so (.) ja: (.) aber dir kennet nid l\u00c3\u00bct wo scho itze so fr\u00c3\u00bceh aukohouproblem hei oder (.) wie isch d\u00c3\u00a8s so bi \u00c3\u00b6ich ir schueu (-) oder im fr\u00c3\u00bcndeskreis""}"
1315d0ba-465d-4fc1-ac46-0b79315f0f0d,"[58518,58572)","[112051,112117)",T2_Interviewerin,"{""sent_id"": ""a110"", ""start"": ""4482.05"", ""end"": ""4484.68"", ""text"": ""nei d\u00c3\u00a8s git gar ke richtig und fautsch d(a)sch meh so""}"
6600fa00-c8a4-4a39-b05b-d6495ad5d338,"[58573,58580)","[112139,112152)",T2_Interviewerin,"{""sent_id"": ""a111"", ""start"": ""4485.57"", ""end"": ""4486.08"", ""text"": ""aha so'""}"
41b95242-8470-4b99-a54d-3b3b21cab418,"[58581,58630)","[112270,112350)",T2_Interviewerin,"{""sent_id"": ""a112"", ""start"": ""4490.82"", ""end"": ""4494.03"", ""text"": ""de s\u00c3\u00b6tt i hoffentlech niemer a dere schueu frage""}"
c094d9cf-4579-4331-8993-0fae008ca702,"[58631,58634)","[112473,112487)",T2_Interviewerin,"{""sent_id"": ""a113"", ""start"": ""4498.9400000000005"", ""end"": ""4499.51"", ""text"": ""mhm""}"
af1ac894-12a9-422d-9095-aaf5e79cbfb7,"[58635,58638)","[112741,112758)",T2_Interviewerin,"{""sent_id"": ""a114"", ""start"": ""4509.65"", ""end"": ""4510.36"", ""text"": ""mhm""}"
b142964b-48da-44b7-8b5c-65e21d1210d9,"[58639,58642)","[112874,112886)",T2_Interviewerin,"{""sent_id"": ""a115"", ""start"": ""4514.96"", ""end"": ""4515.45"", ""text"": ""mhm""}"
bffa494b-ff30-4833-bda5-b392b4c3e75b,"[58643,58689)","[113105,113172)",T2_Interviewerin,"{""sent_id"": ""a116"", ""start"": ""4524.21"", ""end"": ""4526.88"", ""text"": ""w\u00c3\u00bcu ds ni g\u00c3\u00a4rn hesch w\u00c3\u00bcus di gar ni glustet""}"
17726d2a-d8f9-413a-ab2e-947d3e0d4469,"[58690,58701)","[113329,113368)",T2_Interviewerin,"{""sent_id"": ""a117"", ""start"": ""4533.1900000000005"", ""end"": ""4534.72"", ""text"": ""ua: (LACHT)""}"
07c5bc04-4458-4842-81b7-cd0f11a9e904,"[58702,58716)","[113640,113668)",T2_Interviewerin,"{""sent_id"": ""a118"", ""start"": ""4545.63"", ""end"": ""4546.72"", ""text"": ""n\u00c3\u00bct vo beidem""}"
83e2079b-cb25-446f-9abc-9dff67167962,"[58717,58789)","[114271,114354)",T2_Interviewerin,"{""sent_id"": ""a119"", ""start"": ""4570.86"", ""end"": ""4574.17"", ""text"": ""was hei sie n\u00c3\u00a4r gmacht mit dir: (.) nachdem sie di entdeckt hei (LACHT)""}"
9715fd7c-2271-41dd-9569-3aa472a207e7,"[58790,58801)","[114663,114694)",T2_Interviewerin,"{""sent_id"": ""a120"", ""start"": ""4586.5599999999995"", ""end"": ""4587.76"", ""text"": ""e sirupbueb""}"
d5ceba1b-793f-4e10-817f-d09b6f4cd216,"[58802,58853)","[115250,115324)",T2_Interviewerin,"{""sent_id"": ""a121"", ""start"": ""4610.02"", ""end"": ""4612.97"", ""text"": ""d\u00c3\u00a8s isch itz di \u00c3\u00a4utere br\u00c3\u00bcetsche und ihre ifluss""}"
3d9f80d9-3953-437f-83ee-a479c65d0ac9,"[58854,58881)","[115565,115611)",T2_Interviewerin,"{""sent_id"": ""a122"", ""start"": ""4622.6"", ""end"": ""4624.46"", ""text"": ""da l\u00c3\u00a4ngt (weni/wien ig) (LACHT)""}"
ce0a6d7e-c7c8-45e5-acd5-4b64e28ec1a6,"[58882,58949)","[115612,115691)",T2_Interviewerin,"{""sent_id"": ""a123"", ""start"": ""4624.5"", ""end"": ""4627.65"", ""text"": ""was hei si n\u00c3\u00a4r mit dir gmacht (LACHT) wie isch d\u00c3\u00a4 abe no verloffe""}"
555e7b4f-f03e-43eb-b7e9-e27ae6fe974e,"[58950,58966)","[116166,116208)",T2_Interviewerin,"{""sent_id"": ""a124"", ""start"": ""4646.67"", ""end"": ""4648.32"", ""text"": ""pflichte wahrgno""}"
816d9438-9651-4b60-978f-036f78bc184b,"[58967,58970)","[117568,117591)",T2_Interviewerin,"{""sent_id"": ""a125"", ""start"": ""4702.75"", ""end"": ""4703.67"", ""text"": ""oa:""}"
c90a2bf0-de96-4a16-8b1a-b0250c5d3e80,"[58971,58993)","[117633,117672)",T2_Interviewerin,"{""sent_id"": ""a126"", ""start"": ""4705.34"", ""end"": ""4706.9"", ""text"": ""ja vorauem f\u00c3\u00bcr die wo""}"
edd8391b-7ff9-48b4-acde-44e87d22d49e,"[58994,59009)","[118588,118610)",T2_Interviewerin,"{""sent_id"": ""a127"", ""start"": ""4743.52"", ""end"": ""4744.41"", ""text"": ""steuet nech vor""}"
a3d1b330-b71b-4bda-acc1-6c6b21b6358b,"[59010,59061)","[118682,118754)",T2_Interviewerin,"{""sent_id"": ""a128"", ""start"": ""4747.29"", ""end"": ""4750.16"", ""text"": ""nei i gloub da h\u00c3\u00a4tt me nid so fr\u00c3\u00b6id aus lehrkraft""}"
7b025e6a-4dcc-4630-81e3-b0636abbd248,"[59062,59131)","[118792,118903)",T2_Interviewerin,"{""sent_id"": ""a129"", ""start"": ""4751.68"", ""end"": ""4756.13"", ""text"": ""ch\u00c3\u00b6it ja mau d XXX frage was sie meint (LACHT) was da w\u00c3\u00bcrd passiere""}"
6dbd2af7-5f53-4e95-969f-88300773bf8a,"[59132,59135)","[118911,118927)",T2_Interviewerin,"{""sent_id"": ""a130"", ""start"": ""4756.45"", ""end"": ""4757.1"", ""text"": ""nei""}"
26798c9d-9d71-4ecb-bf50-80835ddd649c,"[59136,59138)","[119080,119096)",T2_Interviewerin,"{""sent_id"": ""a131"", ""start"": ""4763.2"", ""end"": ""4763.87"", ""text"": ""ja""}"
3387523a-2562-4bdf-b462-3b26eb59b6fb,"[59139,59308)","[119341,119563)",T2_Interviewerin,"{""sent_id"": ""a132"", ""start"": ""4773.66"", ""end"": ""4782.52"", ""text"": ""aber kiffe isch d\u00c3\u00a8s es problem so chli: (.) isch d\u00c3\u00a8s m\u00c3\u00a4ngisch thematisiert vo site vo lehrchr\u00c3\u00a4ft oder isch d\u00c3\u00a8s so chli (.) sie h\u00c3\u00a4nkes uf aber s\u00c3\u00a4ge n\u00c3\u00bct meh derzue""}"
9ed2c961-2b1a-451e-9fbf-5349118b22b6,"[59309,59412)","[120220,120425)",T2_Interviewerin,"{""sent_id"": ""a133"", ""start"": ""4808.83"", ""end"": ""4817.03"", ""text"": ""ja: ja d\u00c3\u00a8s (i)sch \u00c3\u00a4u\u00c3\u00a4 o meh usserhaub und de (.) je nachdem merkt mes gar nid was wie du gseit hesch""}"
af59e017-950d-4759-819c-523e5f98c2b4,"[59413,59506)","[120435,120599)",T2_Interviewerin,"{""sent_id"": ""a134"", ""start"": ""4817.43"", ""end"": ""4823.99"", ""text"": ""aber isch guet publiziere sis a de schuele dass me d\u00c3\u00a8s uf jede fau s\u00c3\u00b6tti beachte und (.) ja""}"
9c99b6a4-7210-49a6-97ed-e321792373a2,"[59507,59590)","[120611,120733)",T2_Interviewerin,"{""sent_id"": ""a135"", ""start"": ""4824.46"", ""end"": ""4829.33"", ""text"": ""ja: villech chli es fr\u00c3\u00b6hlechers thema i weiss nid \u00c3\u00b6bs da \u00c3\u00b6ppis fr\u00c3\u00b6hlechers git:""}"
93dd0b16-8986-4ac4-82ac-fedd9f277ed7,"[59591,59613)","[120766,120828)",T2_Interviewerin,"{""sent_id"": ""a136"", ""start"": ""4830.66"", ""end"": ""4833.12"", ""text"": ""ou: (LACHT) ne (LACHT)""}"
76b56736-69cf-4f48-a048-e06600c6a0da,"[59614,59703)","[120871,121008)",T2_Interviewerin,"{""sent_id"": ""a137"", ""start"": ""4834.86"", ""end"": ""4840.32"", ""text"": ""ja oder mou (.) was heit dIr so ds gf\u00c3\u00bceu was het ech sone ehe h\u00c3\u00bctzutag f\u00c3\u00bcr ne bed\u00c3\u00bctig""}"
83b26855-2137-4060-b04b-6cee9fa04e34,"[59704,59910)","[121012,121252)",T2_Interviewerin,"{""sent_id"": ""a138"", ""start"": ""4840.5"", ""end"": ""4850.11"", ""text"": ""weiss nid d\u00c3\u00a8s cha me ja sicherlech ufne usere junge perspektive s\u00c3\u00a4ge fr\u00c3\u00bcecher we me so d grosseutere aluegt di si sit ja:hre z\u00c3\u00a4me sit sie chli sie d\u00c3\u00a8s isch di ersti beg\u00c3\u00a4gnig gsi isch mega sch\u00c3\u00b6n fingi""}"
19c3795f-38db-459a-9084-18b4066a8ebb,"[59911,59988)","[121263,121354)",T2_Interviewerin,"{""sent_id"": ""a139"", ""start"": ""4850.54"", ""end"": ""4854.1900000000005"", ""text"": ""aber h\u00c3\u00bctzutag je nachd\u00c3\u00a4m heiter ds gf\u00c3\u00bceu es het g\u00c3\u00a4nderet so ir generation""}"
febe4796-03d6-4c28-903f-2edf8882cc82,"[59989,59999)","[123197,123230)",T2_Interviewerin,"{""sent_id"": ""a140"", ""start"": ""4927.9"", ""end"": ""4929.21"", ""text"": ""ja das cha""}"
75a1ded6-4e44-4140-84a9-e7eaf5121d2b,"[60000,60076)","[123781,123937)",T2_Interviewerin,"{""sent_id"": ""a141"", ""start"": ""4951.24"", ""end"": ""4957.5"", ""text"": ""was s\u00c3\u00a4get dir zu dene dating apps oder (.) gad so tinder so chli die art vo""}"
d5ad3da2-3a73-4851-8ca6-4be56d306e22,"[60077,60115)","[125937,126002)",T2_Interviewerin,"{""sent_id"": ""a142"", ""start"": ""5037.5"", ""end"": ""5040.08"", ""text"": ""so di romantischi vorstellig wo me het""}"
13eaa19e-5bf8-4fdf-b641-e5def970f0ec,"[60116,60163)","[126009,126120)",T2_Interviewerin,"{""sent_id"": ""a143"", ""start"": ""5040.37"", ""end"": ""5044.8099999999995"", ""text"": ""ja: (.) sisch definitiv angers aus fr\u00c3\u00bcecher ja""}"
f18a104b-3269-458b-b81f-9965401536db,"[60164,60249)","[126127,126227)",T2_Interviewerin,"{""sent_id"": ""a144"", ""start"": ""5045.09"", ""end"": ""5049.1"", ""text"": ""ch\u00c3\u00b6nnt sech (.) mini grosseutere w\u00c3\u00bcrde d\u00c3\u00a8s nie aso (.) w\u00c3\u00bcsse nid mau was das isch""}"
fa50b404-85b5-423a-94ca-1f10f46a0cb5,"[60250,60294)","[126245,126302)",T2_Interviewerin,"{""sent_id"": ""a145"", ""start"": ""5049.83"", ""end"": ""5052.08"", ""text"": ""mis mami o nid i (.) aso i bruchs o nid aber""}"
c0f4dda2-a33c-4960-9cfe-855da9bbc73d,"[60295,60454)","[126434,126682)",T2_Interviewerin,"{""sent_id"": ""a146"", ""start"": ""5057.37"", ""end"": ""5067.3099999999995"", ""text"": ""aber gits viu i \u00c3\u00b6ire klass wo scho itze (.) se so mh (.) das nutze oder mega uf d\u00c3\u00a4m si oder redet dir gar nid \u00c3\u00bcber so sache (.) isch d\u00c3\u00a8s me so chli es tabu""}"
abdb190c-e80f-4352-b02f-4386a6d4cc50,"[60455,60458)","[127962,127979)",T2_Interviewerin,"{""sent_id"": ""a147"", ""start"": ""5118.51"", ""end"": ""5119.18"", ""text"": ""mhm""}"
134f9beb-db6a-476e-91ef-8710702d88bd,"[60459,60479)","[128192,128232)",T2_Interviewerin,"{""sent_id"": ""a148"", ""start"": ""5127.71"", ""end"": ""5129.3"", ""text"": ""nume so haub (LACHT)""}"
e9476f72-cf2e-4833-9413-a034112efcb3,"[60480,60483)","[129932,129936)",T2_Interviewerin,"{""sent_id"": ""a149"", ""start"": ""5197.3099999999995"", ""end"": ""5197.45"", ""text"": ""abe""}"
3d4578fd-9375-486f-8dae-55370d517f8f,"[60484,60507)","[131537,131583)",T2_Interviewerin,"{""sent_id"": ""a150"", ""start"": ""5261.51"", ""end"": ""5263.32"", ""text"": ""was w\u00c3\u00a4re dini kriterie""}"
cf058ea6-3f81-4d92-b0cb-b588c8e12bb8,"[60508,60545)","[132717,132750)",T2_Interviewerin,"{""sent_id"": ""a151"", ""start"": ""5308.7"", ""end"": ""5310.01"", ""text"": ""du hesch grad gseit (UNVERST\u00c3\u201eNDLICH)""}"
ccd36a17-da90-498c-8715-f56f107a7e89,"[60546,60570)","[132847,132891)",T2_Interviewerin,"{""sent_id"": ""a152"", ""start"": ""5313.91"", ""end"": ""5315.67"", ""text"": ""oder was hesch du gmeint""}"
